id,mot,skill,knowl,auto,att,risk,affil,obj
6362,espionage,low,high,manual,opportunistic,medium,insider,data
6363,espionage,low,high,manual,opportunistic,medium,insider,availability
6364,espionage,low,high,manual,opportunistic,medium,state,ICS
6365,espionage,low,high,manual,opportunistic,medium,state,credentials
6366,espionage,low,high,manual,opportunistic,medium,state,data
6367,espionage,low,high,manual,opportunistic,medium,state,availability
6368,espionage,low,high,manual,opportunistic,high,individual,ICS
6369,espionage,low,high,manual,opportunistic,high,individual,credentials
6370,espionage,low,high,manual,opportunistic,high,individual,data
6371,espionage,low,high,manual,opportunistic,high,individual,availability
6372,espionage,low,high,manual,opportunistic,high,crime,ICS
6373,espionage,low,high,manual,opportunistic,high,crime,credentials
6374,espionage,low,high,manual,opportunistic,high,crime,data
6375,espionage,low,high,manual,opportunistic,high,crime,availability
6376,espionage,low,high,manual,opportunistic,high,insider,ICS
6377,espionage,low,high,manual,opportunistic,high,insider,credentials
6378,espionage,low,high,manual,opportunistic,high,insider,data
6379,espionage,low,high,manual,opportunistic,high,insider,availability
6380,espionage,low,high,manual,opportunistic,high,state,ICS
6381,espionage,low,high,manual,opportunistic,high,state,credentials
6382,espionage,low,high,manual,opportunistic,high,state,data
6383,espionage,low,high,manual,opportunistic,high,state,availability
6384,espionage,low,high,manual,persistent,low,individual,ICS
6385,espionage,low,high,manual,persistent,low,individual,credentials
6386,espionage,low,high,manual,persistent,low,individual,data
6387,espionage,low,high,manual,persistent,low,individual,availability
6388,espionage,low,high,manual,persistent,low,crime,ICS
6389,espionage,low,high,manual,persistent,low,crime,credentials
6390,espionage,low,high,manual,persistent,low,crime,data
6391,espionage,low,high,manual,persistent,low,crime,availability
6392,espionage,low,high,manual,persistent,low,insider,ICS
6393,espionage,low,high,manual,persistent,low,insider,credentials
6394,espionage,low,high,manual,persistent,low,insider,data
6395,espionage,low,high,manual,persistent,low,insider,availability
6396,espionage,low,high,manual,persistent,low,state,ICS
6397,espionage,low,high,manual,persistent,low,state,credentials
6398,espionage,low,high,manual,persistent,low,state,data
6399,espionage,low,high,manual,persistent,low,state,availability
6400,espionage,low,high,manual,persistent,medium,individual,ICS
6401,espionage,low,high,manual,persistent,medium,individual,credentials
6402,espionage,low,high,manual,persistent,medium,individual,data
6403,espionage,low,high,manual,persistent,medium,individual,availability
6404,espionage,low,high,manual,persistent,medium,crime,ICS
6405,espionage,low,high,manual,persistent,medium,crime,credentials
6406,espionage,low,high,manual,persistent,medium,crime,data
6407,espionage,low,high,manual,persistent,medium,crime,availability
6408,espionage,low,high,manual,persistent,medium,insider,ICS
6409,espionage,low,high,manual,persistent,medium,insider,credentials
6410,espionage,low,high,manual,persistent,medium,insider,data
6411,espionage,low,high,manual,persistent,medium,insider,availability
6412,espionage,low,high,manual,persistent,medium,state,ICS
6413,espionage,low,high,manual,persistent,medium,state,credentials
6414,espionage,low,high,manual,persistent,medium,state,data
6415,espionage,low,high,manual,persistent,medium,state,availability
6416,espionage,low,high,manual,persistent,high,individual,ICS
6417,espionage,low,high,manual,persistent,high,individual,credentials
6418,espionage,low,high,manual,persistent,high,individual,data
6419,espionage,low,high,manual,persistent,high,individual,availability
6420,espionage,low,high,manual,persistent,high,crime,ICS
6421,espionage,low,high,manual,persistent,high,crime,credentials
6422,espionage,low,high,manual,persistent,high,crime,data
6423,espionage,low,high,manual,persistent,high,crime,availability
6424,espionage,low,high,manual,persistent,high,insider,ICS
6425,espionage,low,high,manual,persistent,high,insider,credentials
6426,espionage,low,high,manual,persistent,high,insider,data
6427,espionage,low,high,manual,persistent,high,insider,availability
6428,espionage,low,high,manual,persistent,high,state,ICS
6429,espionage,low,high,manual,persistent,high,state,credentials
6430,espionage,low,high,manual,persistent,high,state,data
6431,espionage,low,high,manual,persistent,high,state,availability
6432,espionage,low,high,manual,targeted,low,individual,ICS
6433,espionage,low,high,manual,targeted,low,individual,credentials
6434,espionage,low,high,manual,targeted,low,individual,data
6435,espionage,low,high,manual,targeted,low,individual,availability
6436,espionage,low,high,manual,targeted,low,crime,ICS
6437,espionage,low,high,manual,targeted,low,crime,credentials
6438,espionage,low,high,manual,targeted,low,crime,data
6439,espionage,low,high,manual,targeted,low,crime,availability
6440,espionage,low,high,manual,targeted,low,insider,ICS
6441,espionage,low,high,manual,targeted,low,insider,credentials
6442,espionage,low,high,manual,targeted,low,insider,data
6443,espionage,low,high,manual,targeted,low,insider,availability
6444,espionage,low,high,manual,targeted,low,state,ICS
6445,espionage,low,high,manual,targeted,low,state,credentials
6446,espionage,low,high,manual,targeted,low,state,data
6447,espionage,low,high,manual,targeted,low,state,availability
6448,espionage,low,high,manual,targeted,medium,individual,ICS
6449,espionage,low,high,manual,targeted,medium,individual,credentials
6450,espionage,low,high,manual,targeted,medium,individual,data
6451,espionage,low,high,manual,targeted,medium,individual,availability
6452,espionage,low,high,manual,targeted,medium,crime,ICS
6453,espionage,low,high,manual,targeted,medium,crime,credentials
6454,espionage,low,high,manual,targeted,medium,crime,data
6455,espionage,low,high,manual,targeted,medium,crime,availability
6456,espionage,low,high,manual,targeted,medium,insider,ICS
6457,espionage,low,high,manual,targeted,medium,insider,credentials
6458,espionage,low,high,manual,targeted,medium,insider,data
6459,espionage,low,high,manual,targeted,medium,insider,availability
6460,espionage,low,high,manual,targeted,medium,state,ICS
6461,espionage,low,high,manual,targeted,medium,state,credentials
6462,espionage,low,high,manual,targeted,medium,state,data
6463,espionage,low,high,manual,targeted,medium,state,availability
6464,espionage,low,high,manual,targeted,high,individual,ICS
6465,espionage,low,high,manual,targeted,high,individual,credentials
6466,espionage,low,high,manual,targeted,high,individual,data
6467,espionage,low,high,manual,targeted,high,individual,availability
6468,espionage,low,high,manual,targeted,high,crime,ICS
6469,espionage,low,high,manual,targeted,high,crime,credentials
6470,espionage,low,high,manual,targeted,high,crime,data
6471,espionage,low,high,manual,targeted,high,crime,availability
6472,espionage,low,high,manual,targeted,high,insider,ICS
6473,espionage,low,high,manual,targeted,high,insider,credentials
6474,espionage,low,high,manual,targeted,high,insider,data
6475,espionage,low,high,manual,targeted,high,insider,availability
6476,espionage,low,high,manual,targeted,high,state,ICS
6477,espionage,low,high,manual,targeted,high,state,credentials
6478,espionage,low,high,manual,targeted,high,state,data
6479,espionage,low,high,manual,targeted,high,state,availability
6480,espionage,low,high,manual,destructive,low,individual,ICS
6481,espionage,low,high,manual,destructive,low,individual,credentials
6482,espionage,low,high,manual,destructive,low,individual,data
6483,espionage,low,high,manual,destructive,low,individual,availability
6484,espionage,low,high,manual,destructive,low,crime,ICS
6485,espionage,low,high,manual,destructive,low,crime,credentials
6486,espionage,low,high,manual,destructive,low,crime,data
6487,espionage,low,high,manual,destructive,low,crime,availability
6488,espionage,low,high,manual,destructive,low,insider,ICS
6489,espionage,low,high,manual,destructive,low,insider,credentials
6490,espionage,low,high,manual,destructive,low,insider,data
6491,espionage,low,high,manual,destructive,low,insider,availability
6492,espionage,low,high,manual,destructive,low,state,ICS
6493,espionage,low,high,manual,destructive,low,state,credentials
6494,espionage,low,high,manual,destructive,low,state,data
6495,espionage,low,high,manual,destructive,low,state,availability
6496,espionage,low,high,manual,destructive,medium,individual,ICS
6497,espionage,low,high,manual,destructive,medium,individual,credentials
6498,espionage,low,high,manual,destructive,medium,individual,data
6499,espionage,low,high,manual,destructive,medium,individual,availability
6500,espionage,low,high,manual,destructive,medium,crime,ICS
6501,espionage,low,high,manual,destructive,medium,crime,credentials
6502,espionage,low,high,manual,destructive,medium,crime,data
6503,espionage,low,high,manual,destructive,medium,crime,availability
6504,espionage,low,high,manual,destructive,medium,insider,ICS
6505,espionage,low,high,manual,destructive,medium,insider,credentials
6506,espionage,low,high,manual,destructive,medium,insider,data
6507,espionage,low,high,manual,destructive,medium,insider,availability
6508,espionage,low,high,manual,destructive,medium,state,ICS
6509,espionage,low,high,manual,destructive,medium,state,credentials
6510,espionage,low,high,manual,destructive,medium,state,data
6511,espionage,low,high,manual,destructive,medium,state,availability
6512,espionage,low,high,manual,destructive,high,individual,ICS
6513,espionage,low,high,manual,destructive,high,individual,credentials
6514,espionage,low,high,manual,destructive,high,individual,data
6515,espionage,low,high,manual,destructive,high,individual,availability
6516,espionage,low,high,manual,destructive,high,crime,ICS
6517,espionage,low,high,manual,destructive,high,crime,credentials
6518,espionage,low,high,manual,destructive,high,crime,data
6519,espionage,low,high,manual,destructive,high,crime,availability
6520,espionage,low,high,manual,destructive,high,insider,ICS
6521,espionage,low,high,manual,destructive,high,insider,credentials
6522,espionage,low,high,manual,destructive,high,insider,data
6523,espionage,low,high,manual,destructive,high,insider,availability
6524,espionage,low,high,manual,destructive,high,state,ICS
6525,espionage,low,high,manual,destructive,high,state,credentials
6526,espionage,low,high,manual,destructive,high,state,data
6527,espionage,low,high,manual,destructive,high,state,availability
6528,espionage,low,high,hybrid,opportunistic,low,individual,ICS
6529,espionage,low,high,hybrid,opportunistic,low,individual,credentials
6530,espionage,low,high,hybrid,opportunistic,low,individual,data
6531,espionage,low,high,hybrid,opportunistic,low,individual,availability
6532,espionage,low,high,hybrid,opportunistic,low,crime,ICS
6533,espionage,low,high,hybrid,opportunistic,low,crime,credentials
6534,espionage,low,high,hybrid,opportunistic,low,crime,data
6535,espionage,low,high,hybrid,opportunistic,low,crime,availability
6536,espionage,low,high,hybrid,opportunistic,low,insider,ICS
6537,espionage,low,high,hybrid,opportunistic,low,insider,credentials
6538,espionage,low,high,hybrid,opportunistic,low,insider,data
6539,espionage,low,high,hybrid,opportunistic,low,insider,availability
6540,espionage,low,high,hybrid,opportunistic,low,state,ICS
6541,espionage,low,high,hybrid,opportunistic,low,state,credentials
6542,espionage,low,high,hybrid,opportunistic,low,state,data
6543,espionage,low,high,hybrid,opportunistic,low,state,availability
6544,espionage,low,high,hybrid,opportunistic,medium,individual,ICS
6545,espionage,low,high,hybrid,opportunistic,medium,individual,credentials
6546,espionage,low,high,hybrid,opportunistic,medium,individual,data
6547,espionage,low,high,hybrid,opportunistic,medium,individual,availability
6548,espionage,low,high,hybrid,opportunistic,medium,crime,ICS
6549,espionage,low,high,hybrid,opportunistic,medium,crime,credentials
6550,espionage,low,high,hybrid,opportunistic,medium,crime,data
6551,espionage,low,high,hybrid,opportunistic,medium,crime,availability
6552,espionage,low,high,hybrid,opportunistic,medium,insider,ICS
6553,espionage,low,high,hybrid,opportunistic,medium,insider,credentials
6554,espionage,low,high,hybrid,opportunistic,medium,insider,data
6555,espionage,low,high,hybrid,opportunistic,medium,insider,availability
6556,espionage,low,high,hybrid,opportunistic,medium,state,ICS
6557,espionage,low,high,hybrid,opportunistic,medium,state,credentials
6558,espionage,low,high,hybrid,opportunistic,medium,state,data
6559,espionage,low,high,hybrid,opportunistic,medium,state,availability
6560,espionage,low,high,hybrid,opportunistic,high,individual,ICS
6561,espionage,low,high,hybrid,opportunistic,high,individual,credentials
6562,espionage,low,high,hybrid,opportunistic,high,individual,data
6563,espionage,low,high,hybrid,opportunistic,high,individual,availability
6564,espionage,low,high,hybrid,opportunistic,high,crime,ICS
6565,espionage,low,high,hybrid,opportunistic,high,crime,credentials
6566,espionage,low,high,hybrid,opportunistic,high,crime,data
6567,espionage,low,high,hybrid,opportunistic,high,crime,availability
6568,espionage,low,high,hybrid,opportunistic,high,insider,ICS
6569,espionage,low,high,hybrid,opportunistic,high,insider,credentials
6570,espionage,low,high,hybrid,opportunistic,high,insider,data
6571,espionage,low,high,hybrid,opportunistic,high,insider,availability
6572,espionage,low,high,hybrid,opportunistic,high,state,ICS
6573,espionage,low,high,hybrid,opportunistic,high,state,credentials
6574,espionage,low,high,hybrid,opportunistic,high,state,data
6575,espionage,low,high,hybrid,opportunistic,high,state,availability
6576,espionage,low,high,hybrid,persistent,low,individual,ICS
6577,espionage,low,high,hybrid,persistent,low,individual,credentials
6578,espionage,low,high,hybrid,persistent,low,individual,data
6579,espionage,low,high,hybrid,persistent,low,individual,availability
6580,espionage,low,high,hybrid,persistent,low,crime,ICS
6581,espionage,low,high,hybrid,persistent,low,crime,credentials
6582,espionage,low,high,hybrid,persistent,low,crime,data
6583,espionage,low,high,hybrid,persistent,low,crime,availability
6584,espionage,low,high,hybrid,persistent,low,insider,ICS
6585,espionage,low,high,hybrid,persistent,low,insider,credentials
6586,espionage,low,high,hybrid,persistent,low,insider,data
6587,espionage,low,high,hybrid,persistent,low,insider,availability
6588,espionage,low,high,hybrid,persistent,low,state,ICS
6589,espionage,low,high,hybrid,persistent,low,state,credentials
6590,espionage,low,high,hybrid,persistent,low,state,data
6591,espionage,low,high,hybrid,persistent,low,state,availability
6592,espionage,low,high,hybrid,persistent,medium,individual,ICS
6593,espionage,low,high,hybrid,persistent,medium,individual,credentials
6594,espionage,low,high,hybrid,persistent,medium,individual,data
6595,espionage,low,high,hybrid,persistent,medium,individual,availability
6596,espionage,low,high,hybrid,persistent,medium,crime,ICS
6597,espionage,low,high,hybrid,persistent,medium,crime,credentials
6598,espionage,low,high,hybrid,persistent,medium,crime,data
6599,espionage,low,high,hybrid,persistent,medium,crime,availability
6600,espionage,low,high,hybrid,persistent,medium,insider,ICS
6601,espionage,low,high,hybrid,persistent,medium,insider,credentials
6602,espionage,low,high,hybrid,persistent,medium,insider,data
6603,espionage,low,high,hybrid,persistent,medium,insider,availability
6604,espionage,low,high,hybrid,persistent,medium,state,ICS
6605,espionage,low,high,hybrid,persistent,medium,state,credentials
6606,espionage,low,high,hybrid,persistent,medium,state,data
6607,espionage,low,high,hybrid,persistent,medium,state,availability
6608,espionage,low,high,hybrid,persistent,high,individual,ICS
6609,espionage,low,high,hybrid,persistent,high,individual,credentials
6610,espionage,low,high,hybrid,persistent,high,individual,data
6611,espionage,low,high,hybrid,persistent,high,individual,availability
6612,espionage,low,high,hybrid,persistent,high,crime,ICS
6613,espionage,low,high,hybrid,persistent,high,crime,credentials
6614,espionage,low,high,hybrid,persistent,high,crime,data
6615,espionage,low,high,hybrid,persistent,high,crime,availability
6616,espionage,low,high,hybrid,persistent,high,insider,ICS
6617,espionage,low,high,hybrid,persistent,high,insider,credentials
6618,espionage,low,high,hybrid,persistent,high,insider,data
6619,espionage,low,high,hybrid,persistent,high,insider,availability
6620,espionage,low,high,hybrid,persistent,high,state,ICS
6621,espionage,low,high,hybrid,persistent,high,state,credentials
6622,espionage,low,high,hybrid,persistent,high,state,data
6623,espionage,low,high,hybrid,persistent,high,state,availability
6624,espionage,low,high,hybrid,targeted,low,individual,ICS
6625,espionage,low,high,hybrid,targeted,low,individual,credentials
6626,espionage,low,high,hybrid,targeted,low,individual,data
6627,espionage,low,high,hybrid,targeted,low,individual,availability
6628,espionage,low,high,hybrid,targeted,low,crime,ICS
6629,espionage,low,high,hybrid,targeted,low,crime,credentials
6630,espionage,low,high,hybrid,targeted,low,crime,data
6631,espionage,low,high,hybrid,targeted,low,crime,availability
6632,espionage,low,high,hybrid,targeted,low,insider,ICS
6633,espionage,low,high,hybrid,targeted,low,insider,credentials
6634,espionage,low,high,hybrid,targeted,low,insider,data
6635,espionage,low,high,hybrid,targeted,low,insider,availability
6636,espionage,low,high,hybrid,targeted,low,state,ICS
6637,espionage,low,high,hybrid,targeted,low,state,credentials
6638,espionage,low,high,hybrid,targeted,low,state,data
6639,espionage,low,high,hybrid,targeted,low,state,availability
6640,espionage,low,high,hybrid,targeted,medium,individual,ICS
6641,espionage,low,high,hybrid,targeted,medium,individual,credentials
6642,espionage,low,high,hybrid,targeted,medium,individual,data
6643,espionage,low,high,hybrid,targeted,medium,individual,availability
6644,espionage,low,high,hybrid,targeted,medium,crime,ICS
6645,espionage,low,high,hybrid,targeted,medium,crime,credentials
6646,espionage,low,high,hybrid,targeted,medium,crime,data
6647,espionage,low,high,hybrid,targeted,medium,crime,availability
6648,espionage,low,high,hybrid,targeted,medium,insider,ICS
6649,espionage,low,high,hybrid,targeted,medium,insider,credentials
6650,espionage,low,high,hybrid,targeted,medium,insider,data
6651,espionage,low,high,hybrid,targeted,medium,insider,availability
6652,espionage,low,high,hybrid,targeted,medium,state,ICS
6653,espionage,low,high,hybrid,targeted,medium,state,credentials
6654,espionage,low,high,hybrid,targeted,medium,state,data
6655,espionage,low,high,hybrid,targeted,medium,state,availability
6656,espionage,low,high,hybrid,targeted,high,individual,ICS
6657,espionage,low,high,hybrid,targeted,high,individual,credentials
6658,espionage,low,high,hybrid,targeted,high,individual,data
6659,espionage,low,high,hybrid,targeted,high,individual,availability
6660,espionage,low,high,hybrid,targeted,high,crime,ICS
6661,espionage,low,high,hybrid,targeted,high,crime,credentials
6662,espionage,low,high,hybrid,targeted,high,crime,data
6663,espionage,low,high,hybrid,targeted,high,crime,availability
6664,espionage,low,high,hybrid,targeted,high,insider,ICS
6665,espionage,low,high,hybrid,targeted,high,insider,credentials
6666,espionage,low,high,hybrid,targeted,high,insider,data
6667,espionage,low,high,hybrid,targeted,high,insider,availability
6668,espionage,low,high,hybrid,targeted,high,state,ICS
6669,espionage,low,high,hybrid,targeted,high,state,credentials
6670,espionage,low,high,hybrid,targeted,high,state,data
6671,espionage,low,high,hybrid,targeted,high,state,availability
6672,espionage,low,high,hybrid,destructive,low,individual,ICS
6673,espionage,low,high,hybrid,destructive,low,individual,credentials
6674,espionage,low,high,hybrid,destructive,low,individual,data
6675,espionage,low,high,hybrid,destructive,low,individual,availability
6676,espionage,low,high,hybrid,destructive,low,crime,ICS
6677,espionage,low,high,hybrid,destructive,low,crime,credentials
6678,espionage,low,high,hybrid,destructive,low,crime,data
6679,espionage,low,high,hybrid,destructive,low,crime,availability
6680,espionage,low,high,hybrid,destructive,low,insider,ICS
6681,espionage,low,high,hybrid,destructive,low,insider,credentials
6682,espionage,low,high,hybrid,destructive,low,insider,data
6683,espionage,low,high,hybrid,destructive,low,insider,availability
6684,espionage,low,high,hybrid,destructive,low,state,ICS
6685,espionage,low,high,hybrid,destructive,low,state,credentials
6686,espionage,low,high,hybrid,destructive,low,state,data
6687,espionage,low,high,hybrid,destructive,low,state,availability
6688,espionage,low,high,hybrid,destructive,medium,individual,ICS
6689,espionage,low,high,hybrid,destructive,medium,individual,credentials
6690,espionage,low,high,hybrid,destructive,medium,individual,data
6691,espionage,low,high,hybrid,destructive,medium,individual,availability
6692,espionage,low,high,hybrid,destructive,medium,crime,ICS
6693,espionage,low,high,hybrid,destructive,medium,crime,credentials
6694,espionage,low,high,hybrid,destructive,medium,crime,data
6695,espionage,low,high,hybrid,destructive,medium,crime,availability
6696,espionage,low,high,hybrid,destructive,medium,insider,ICS
6697,espionage,low,high,hybrid,destructive,medium,insider,credentials
6698,espionage,low,high,hybrid,destructive,medium,insider,data
6699,espionage,low,high,hybrid,destructive,medium,insider,availability
6700,espionage,low,high,hybrid,destructive,medium,state,ICS
6701,espionage,low,high,hybrid,destructive,medium,state,credentials
6702,espionage,low,high,hybrid,destructive,medium,state,data
6703,espionage,low,high,hybrid,destructive,medium,state,availability
6704,espionage,low,high,hybrid,destructive,high,individual,ICS
6705,espionage,low,high,hybrid,destructive,high,individual,credentials
6706,espionage,low,high,hybrid,destructive,high,individual,data
6707,espionage,low,high,hybrid,destructive,high,individual,availability
6708,espionage,low,high,hybrid,destructive,high,crime,ICS
6709,espionage,low,high,hybrid,destructive,high,crime,credentials
6710,espionage,low,high,hybrid,destructive,high,crime,data
6711,espionage,low,high,hybrid,destructive,high,crime,availability
6712,espionage,low,high,hybrid,destructive,high,insider,ICS
6713,espionage,low,high,hybrid,destructive,high,insider,credentials
6714,espionage,low,high,hybrid,destructive,high,insider,data
6715,espionage,low,high,hybrid,destructive,high,insider,availability
6716,espionage,low,high,hybrid,destructive,high,state,ICS
6717,espionage,low,high,hybrid,destructive,high,state,credentials
6718,espionage,low,high,hybrid,destructive,high,state,data
6719,espionage,low,high,hybrid,destructive,high,state,availability
6720,espionage,low,high,auto,opportunistic,low,individual,ICS
6721,espionage,low,high,auto,opportunistic,low,individual,credentials
6722,espionage,low,high,auto,opportunistic,low,individual,data
6723,espionage,low,high,auto,opportunistic,low,individual,availability
6724,espionage,low,high,auto,opportunistic,low,crime,ICS
6725,espionage,low,high,auto,opportunistic,low,crime,credentials
6726,espionage,low,high,auto,opportunistic,low,crime,data
6727,espionage,low,high,auto,opportunistic,low,crime,availability
6728,espionage,low,high,auto,opportunistic,low,insider,ICS
6729,espionage,low,high,auto,opportunistic,low,insider,credentials
6730,espionage,low,high,auto,opportunistic,low,insider,data
6731,espionage,low,high,auto,opportunistic,low,insider,availability
6732,espionage,low,high,auto,opportunistic,low,state,ICS
6733,espionage,low,high,auto,opportunistic,low,state,credentials
6734,espionage,low,high,auto,opportunistic,low,state,data
6735,espionage,low,high,auto,opportunistic,low,state,availability
6736,espionage,low,high,auto,opportunistic,medium,individual,ICS
6737,espionage,low,high,auto,opportunistic,medium,individual,credentials
6738,espionage,low,high,auto,opportunistic,medium,individual,data
6739,espionage,low,high,auto,opportunistic,medium,individual,availability
6740,espionage,low,high,auto,opportunistic,medium,crime,ICS
6741,espionage,low,high,auto,opportunistic,medium,crime,credentials
6742,espionage,low,high,auto,opportunistic,medium,crime,data
6743,espionage,low,high,auto,opportunistic,medium,crime,availability
6744,espionage,low,high,auto,opportunistic,medium,insider,ICS
6745,espionage,low,high,auto,opportunistic,medium,insider,credentials
6746,espionage,low,high,auto,opportunistic,medium,insider,data
6747,espionage,low,high,auto,opportunistic,medium,insider,availability
6748,espionage,low,high,auto,opportunistic,medium,state,ICS
6749,espionage,low,high,auto,opportunistic,medium,state,credentials
6750,espionage,low,high,auto,opportunistic,medium,state,data
6751,espionage,low,high,auto,opportunistic,medium,state,availability
6752,espionage,low,high,auto,opportunistic,high,individual,ICS
6753,espionage,low,high,auto,opportunistic,high,individual,credentials
6754,espionage,low,high,auto,opportunistic,high,individual,data
6755,espionage,low,high,auto,opportunistic,high,individual,availability
6756,espionage,low,high,auto,opportunistic,high,crime,ICS
6757,espionage,low,high,auto,opportunistic,high,crime,credentials
6758,espionage,low,high,auto,opportunistic,high,crime,data
6759,espionage,low,high,auto,opportunistic,high,crime,availability
6760,espionage,low,high,auto,opportunistic,high,insider,ICS
6761,espionage,low,high,auto,opportunistic,high,insider,credentials
6762,espionage,low,high,auto,opportunistic,high,insider,data
6763,espionage,low,high,auto,opportunistic,high,insider,availability
6764,espionage,low,high,auto,opportunistic,high,state,ICS
6765,espionage,low,high,auto,opportunistic,high,state,credentials
6766,espionage,low,high,auto,opportunistic,high,state,data
6767,espionage,low,high,auto,opportunistic,high,state,availability
6768,espionage,low,high,auto,persistent,low,individual,ICS
6769,espionage,low,high,auto,persistent,low,individual,credentials
6770,espionage,low,high,auto,persistent,low,individual,data
6771,espionage,low,high,auto,persistent,low,individual,availability
6772,espionage,low,high,auto,persistent,low,crime,ICS
6773,espionage,low,high,auto,persistent,low,crime,credentials
6774,espionage,low,high,auto,persistent,low,crime,data
6775,espionage,low,high,auto,persistent,low,crime,availability
6776,espionage,low,high,auto,persistent,low,insider,ICS
6777,espionage,low,high,auto,persistent,low,insider,credentials
6778,espionage,low,high,auto,persistent,low,insider,data
6779,espionage,low,high,auto,persistent,low,insider,availability
6780,espionage,low,high,auto,persistent,low,state,ICS
6781,espionage,low,high,auto,persistent,low,state,credentials
6782,espionage,low,high,auto,persistent,low,state,data
6783,espionage,low,high,auto,persistent,low,state,availability
6784,espionage,low,high,auto,persistent,medium,individual,ICS
6785,espionage,low,high,auto,persistent,medium,individual,credentials
6786,espionage,low,high,auto,persistent,medium,individual,data
6787,espionage,low,high,auto,persistent,medium,individual,availability
6788,espionage,low,high,auto,persistent,medium,crime,ICS
6789,espionage,low,high,auto,persistent,medium,crime,credentials
6790,espionage,low,high,auto,persistent,medium,crime,data
6791,espionage,low,high,auto,persistent,medium,crime,availability
6792,espionage,low,high,auto,persistent,medium,insider,ICS
6793,espionage,low,high,auto,persistent,medium,insider,credentials
6794,espionage,low,high,auto,persistent,medium,insider,data
6795,espionage,low,high,auto,persistent,medium,insider,availability
6796,espionage,low,high,auto,persistent,medium,state,ICS
6797,espionage,low,high,auto,persistent,medium,state,credentials
6798,espionage,low,high,auto,persistent,medium,state,data
6799,espionage,low,high,auto,persistent,medium,state,availability
6800,espionage,low,high,auto,persistent,high,individual,ICS
6801,espionage,low,high,auto,persistent,high,individual,credentials
6802,espionage,low,high,auto,persistent,high,individual,data
6803,espionage,low,high,auto,persistent,high,individual,availability
6804,espionage,low,high,auto,persistent,high,crime,ICS
6805,espionage,low,high,auto,persistent,high,crime,credentials
6806,espionage,low,high,auto,persistent,high,crime,data
6807,espionage,low,high,auto,persistent,high,crime,availability
6808,espionage,low,high,auto,persistent,high,insider,ICS
6809,espionage,low,high,auto,persistent,high,insider,credentials
6810,espionage,low,high,auto,persistent,high,insider,data
6811,espionage,low,high,auto,persistent,high,insider,availability
6812,espionage,low,high,auto,persistent,high,state,ICS
6813,espionage,low,high,auto,persistent,high,state,credentials
6814,espionage,low,high,auto,persistent,high,state,data
6815,espionage,low,high,auto,persistent,high,state,availability
6816,espionage,low,high,auto,targeted,low,individual,ICS
6817,espionage,low,high,auto,targeted,low,individual,credentials
6818,espionage,low,high,auto,targeted,low,individual,data
6819,espionage,low,high,auto,targeted,low,individual,availability
6820,espionage,low,high,auto,targeted,low,crime,ICS
6821,espionage,low,high,auto,targeted,low,crime,credentials
6822,espionage,low,high,auto,targeted,low,crime,data
6823,espionage,low,high,auto,targeted,low,crime,availability
6824,espionage,low,high,auto,targeted,low,insider,ICS
6825,espionage,low,high,auto,targeted,low,insider,credentials
6826,espionage,low,high,auto,targeted,low,insider,data
6827,espionage,low,high,auto,targeted,low,insider,availability
6828,espionage,low,high,auto,targeted,low,state,ICS
6829,espionage,low,high,auto,targeted,low,state,credentials
6830,espionage,low,high,auto,targeted,low,state,data
6831,espionage,low,high,auto,targeted,low,state,availability
6832,espionage,low,high,auto,targeted,medium,individual,ICS
6833,espionage,low,high,auto,targeted,medium,individual,credentials
6834,espionage,low,high,auto,targeted,medium,individual,data
6835,espionage,low,high,auto,targeted,medium,individual,availability
6836,espionage,low,high,auto,targeted,medium,crime,ICS
6837,espionage,low,high,auto,targeted,medium,crime,credentials
6838,espionage,low,high,auto,targeted,medium,crime,data
6839,espionage,low,high,auto,targeted,medium,crime,availability
6840,espionage,low,high,auto,targeted,medium,insider,ICS
6841,espionage,low,high,auto,targeted,medium,insider,credentials
6842,espionage,low,high,auto,targeted,medium,insider,data
6843,espionage,low,high,auto,targeted,medium,insider,availability
6844,espionage,low,high,auto,targeted,medium,state,ICS
6845,espionage,low,high,auto,targeted,medium,state,credentials
6846,espionage,low,high,auto,targeted,medium,state,data
6847,espionage,low,high,auto,targeted,medium,state,availability
6848,espionage,low,high,auto,targeted,high,individual,ICS
6849,espionage,low,high,auto,targeted,high,individual,credentials
6850,espionage,low,high,auto,targeted,high,individual,data
6851,espionage,low,high,auto,targeted,high,individual,availability
6852,espionage,low,high,auto,targeted,high,crime,ICS
6853,espionage,low,high,auto,targeted,high,crime,credentials
6854,espionage,low,high,auto,targeted,high,crime,data
6855,espionage,low,high,auto,targeted,high,crime,availability
6856,espionage,low,high,auto,targeted,high,insider,ICS
6857,espionage,low,high,auto,targeted,high,insider,credentials
6858,espionage,low,high,auto,targeted,high,insider,data
6859,espionage,low,high,auto,targeted,high,insider,availability
6860,espionage,low,high,auto,targeted,high,state,ICS
6861,espionage,low,high,auto,targeted,high,state,credentials
6862,espionage,low,high,auto,targeted,high,state,data
6863,espionage,low,high,auto,targeted,high,state,availability
6864,espionage,low,high,auto,destructive,low,individual,ICS
6865,espionage,low,high,auto,destructive,low,individual,credentials
6866,espionage,low,high,auto,destructive,low,individual,data
6867,espionage,low,high,auto,destructive,low,individual,availability
6868,espionage,low,high,auto,destructive,low,crime,ICS
